axis,freq,target,model,fold_id,fold_start,fold_end,wape,smape,mase,wape_peak5,smape_peak5,mase_peak5,coverage_empirical
service,daily,conteo_servicios,model_p80,2,2024-12-13,2026-01-22,0.23833403065452566,0.32689958937022795,0.11666707457496875,0.10565739860229469,0.09916732952923706,0.15574080392083592,
service,daily,m3_out,naive_t7,2,2024-12-13,2026-01-22,0.7054660041207126,0.4071738146411517,0.1626306546307352,0.5896454698930783,0.7472087157415146,0.4879180408250996,
service,daily,m3_out,ma7,2,2024-12-13,2026-01-22,0.5105320567203975,0.5645811521183812,0.11769264870232769,0.4735589677626818,0.6156715921776632,0.3918591349609155,
service,daily,m3_out,ma28,2,2024-12-13,2026-01-22,1.0846001350485655,1.3565758044536895,0.25003221834251566,0.40928129270841707,0.421743542489416,0.3386708398198433,
service,daily,m3_out,model_p50,2,2024-12-13,2026-01-22,0.3036343797078956,0.20258713515976998,0.06999665136499306,0.07678264056222318,0.07577509051119233,0.06353586598281019,
service,daily,m3_out,model_p80,2,2024-12-13,2026-01-22,0.5365935986213946,1.184415416648472,0.12370060031911495,0.19673771849966812,0.18132121073360205,0.16279592919481672,
service,daily,cajas_out,naive_t7,2,2024-12-13,2026-01-22,0.8456284153005464,0.49104086607966446,0.26527783006251054,0.6852791878172588,0.716686844229217,0.9642570559622757,
service,daily,cajas_out,ma7,2,2024-12-13,2026-01-22,0.6085089773614364,0.6358760196372859,0.1908922857454207,0.4147933284989122,0.5164054363492527,0.583656122762351,
service,daily,cajas_out,ma28,2,2024-12-13,2026-01-22,0.8706576893052302,1.3564625871782612,0.27312963751820335,0.10315445975344452,0.10139958968337913,0.14514874731283992,
service,daily,cajas_out,model_p50,2,2024-12-13,2026-01-22,0.282193305200492,1.1509617682628523,0.08852544014281767,0.23311161844649078,0.25746777145072536,0.3280116001038627,
service,daily,cajas_out,model_p80,2,2024-12-13,2026-01-22,0.3747698194326449,1.1982411978157907,0.11756715204121487,0.12707667839268227,0.12799144546788185,0.17880972597269165,
service,daily,pales_out,naive_t7,2,2024-12-13,2026-01-22,1.0879396984924623,0.5312834682955722,0.3583578531717639,0.7943262411347518,1.3165123165123165,1.5448837396165342,
service,daily,pales_out,ma7,2,2024-12-13,2026-01-22,0.8381191672648959,0.9091541611007855,0.2760691478574954,0.6220871327254307,0.8931404328642688,1.2098961940364183,
service,daily,pales_out,ma28,2,2024-12-13,2026-01-22,0.964375448671931,1.3639117151686901,0.31765686638377977,0.41641337386018235,0.4954000938119332,0.8098816543142799,
service,daily,pales_out,model_p50,2,2024-12-13,2026-01-22,0.20271294082043956,1.0766587819313918,0.0667718756684848,0.20685278632505047,0.22611172807914973,0.4023076282000007,
service,daily,pales_out,model_p80,2,2024-12-13,2026-01-22,0.3233260860174598,1.09557794841458,0.10650079431810415,0.1699013230242909,0.18670974378671112,0.3304407908073073,
service,daily,peso_facturable_out,naive_t7,2,2024-12-13,2026-01-22,1.1487529304371278,0.5134535384984855,0.3209713487188183,0.8700805348731195,1.5454313282405874,1.5932215333623816,
service,daily,peso_facturable_out,ma7,2,2024-12-13,2026-01-22,0.9283052218833634,0.46123153835781844,0.25937638215838493,0.7048604327513308,1.0822986377840085,1.2906837637027584,
service,daily,peso_facturable_out,ma28,2,2024-12-13,2026-01-22,1.0023427196234813,0.4656650947066307,0.280063089348215,0.5427423945316363,0.6986189595725995,0.9938262440988422,
service,daily,peso_facturable_out,model_p50,2,2024-12-13,2026-01-22,0.3205162084635269,1.2061235259921466,0.08955495737245535,0.2979693398125566,0.5778447635473382,0.5456175025687318,
service,daily,peso_facturable_out,model_p80,2,2024-12-13,2026-01-22,0.4623592114934951,1.2219767987794268,0.12918710000519015,0.42799234046322104,0.5869494148555472,0.783705169360678,
service,daily,m3_in,naive_t7,2,2024-12-13,2026-01-22,0.8117806364251862,0.39842735239155375,0.3315957642678505,0.8605514316012727,1.2445838896891643,2.992382126253663,
service,daily,m3_in,ma7,2,2024-12-13,2026-01-22,0.8232904536222073,0.5429896910990614,0.33629728886547644,0.8079078927435237,1.098072026197937,2.809325566290078,
service,daily,m3_in,ma28,2,2024-12-13,2026-01-22,0.6617419479640197,1.3066376332868652,0.2703080329059414,0.8125340857445843,1.1013135380057515,2.825412155354504,
service,daily,m3_in,model_p50,2,2024-12-13,2026-01-22,0.6441339216794983,0.23630511222250297,0.2631155147907321,0.7573214099062084,0.8637242303391455,2.6334219752743144,
